,name,cmc,colors,subtypes,rarity,power,toughness
2177,Lutri the Spellchaser,3.0,"['R', 'U']","['Elemental', 'Otter']",Rare,3,2
2178,Obosh the Preypiercer,5.0,"['B', 'R']","['Hellion', 'Horror']",Rare,3,5
2179,Umori the Collector,4.0,"['B', 'G']",['Ooze'],Rare,4,5
2180,Yorion Sky Nomad,5.0,"['U', 'W']","['Bird', 'Serpent']",Rare,4,5
2181,Zirda the Dawnwaker,3.0,"['R', 'W']","['Elemental', 'Fox']",Rare,3,3
2182,Zilortha Strength Incarnate,5.0,"['G', 'R']",['Dinosaur'],Mythic,7,3
2218,Teferi Mage of Zhalfir,5.0,['U'],"['Human', 'Wizard']",Rare,3,4
2220,Ob Nixilis the Fallen,5.0,['B'],['Demon'],Mythic,3,3
2229,Rosheen Meanderer,4.0,"['G', 'R']","['Giant', 'Shaman']",Uncommon,4,4
2230,Atalya Samite Master,5.0,['W'],"['Human', 'Cleric']",Rare,2,3
2232,Blind Seer,4.0,['U'],"['Human', 'Wizard']",Rare,3,3
2233,Empress Galina,5.0,['U'],"['Merfolk', 'Noble']",Rare,1,3
2239,Dromar the Banisher,6.0,"['B', 'U', 'W']",['Dragon'],Rare,6,6
2241,Kangee Aerie Keeper,4.0,"['U', 'W']","['Bird', 'Wizard']",Rare,2,2
2244,Tsabo Tavoc,7.0,"['B', 'R']","['Phyrexian', 'Horror']",Rare,7,4
2247,Grimgrin Corpse-Born,5.0,"['B', 'U']","['Zombie', 'Warrior']",Mythic,5,5
2248,Olivia Voldaren,4.0,"['B', 'R']",['Vampire'],Mythic,3,3
2249,Xiahou Dun the One-Eyed,4.0,['B'],"['Human', 'Soldier']",Rare,3,2
2260,Gaddock Teeg,2.0,"['G', 'W']","['Kithkin', 'Advisor']",Rare,2,2
2265,Svyelun of Sea and Sky,3.0,['U'],"['Merfolk', 'God']",Mythic,3,4
2268,Captain Ripley Vance,3.0,['R'],"['Human', 'Pirate']",Uncommon,3,2
2270,Aeve Progenitor Ooze,5.0,['G'],['Ooze'],Rare,2,2
2272,Chatterfang Squirrel General,3.0,['G'],"['Squirrel', 'Warrior']",Mythic,3,3
2275,Lonis Cryptozoologist,2.0,"['G', 'U']","['Snake', 'Elf', 'Scout']",Rare,1,2
2276,Zabaz the Glimmerwasp,1.0,['UC'],['Insect'],Rare,0,0
2277,Agrus Kos Eternal Soldier,4.0,['W'],"['Spirit', 'Soldier']",Rare,3,4
2278,Lita Mechanical Engineer,3.0,['W'],['Artificer'],Mythic,3,3
2279,Preston the Vanisher,4.0,['W'],"['Rabbit', 'Wizard']",Rare,2,5
2280,Alandra Sky Dreamer,4.0,['U'],"['Merfolk', 'Wizard']",Rare,2,4
2281,Kenessos Priest of Thassa,2.0,['U'],"['Merfolk', 'Cleric']",Rare,1,3
2282,Ashcoat of the Shadow Swarm,4.0,['B'],"['Rat', 'Warlock']",Mythic,3,4
2283,Rodolf Duskbringer,6.0,['B'],"['Vampire', 'Angel']",Rare,4,4
2284,Ardoz Cobbler of War,2.0,['R'],"['Goblin', 'Shaman']",Rare,1,1
2285,Auntie Blyte Bad Influence,3.0,['R'],"['Devil', 'Advisor']",Mythic,2,2
2286,Mizzix Replica Rider,5.0,['R'],"['Goblin', 'Wizard']",Rare,4,5
2287,Kibo Uktabi Prince,3.0,['G'],"['Monkey', 'Noble']",Mythic,2,2
2288,Runadi Behemoth Caller,3.0,['G'],"['Cat', 'Shaman']",Rare,1,3
2289,Zask Skittering Swarmlord,5.0,['G'],['Insect'],Rare,5,5
2297,Michiko Konda Truth Seeker,4.0,['W'],"['Human', 'Advisor']",Rare,2,2
2299,Taranika Akroan Veteran,3.0,['W'],"['Human', 'Soldier']",Rare,3,3
2300,Barrin Tolarian Archmage,3.0,['U'],"['Human', 'Wizard']",Rare,2,2
2308,Vito Thorn of the Dusk Rose,3.0,['B'],"['Vampire', 'Cleric']",Rare,1,3
2311,Gadrak the Crown-Scourge,3.0,['R'],['Dragon'],Rare,5,4
2316,Muxus Goblin Grandee,6.0,['R'],"['Goblin', 'Noble']",Rare,4,4
2318,Goreclaw Terror of Qal Sisma,4.0,['G'],['Bear'],Rare,4,3
2322,Bruvac the Grandiloquent,3.0,['U'],"['Human', 'Advisor']",Mythic,1,4
2323,Inniaz the Gale Force,5.0,['U'],['Djinn'],Rare,4,4
2324,Ormos Archive Keeper,6.0,['U'],['Sphinx'],Rare,5,5
2325,Kels Fight Fixer,4.0,['B'],"['Azra', 'Warlock']",Rare,4,3
2326,Tinybones Trinket Thief,2.0,['B'],"['Skeleton', 'Rogue']",Mythic,1,2
2328,Sethron Hurloon General,5.0,['R'],"['Minotaur', 'Warrior']",Rare,4,4
2329,Zurzoth Chaos Rider,3.0,['R'],['Devil'],Rare,2,3
2330,Neyith of the Dire Hunt,4.0,['G'],"['Human', 'Warrior']",Rare,3,3
2332,Lena Selfless Champion,6.0,['W'],"['Human', 'Knight']",Rare,3,3
2333,Linvala Keeper of Silence,4.0,['W'],['Angel'],Mythic,3,4
2347,King Macar the Gold-Cursed,4.0,['B'],"['Human', 'Noble']",Rare,2,3
2348,Commander Eesha,4.0,['W'],"['Bird', 'Soldier']",Rare,2,4
2349,Balthor the Defiled,4.0,['B'],"['Zombie', 'Dwarf']",Rare,2,2
2350,Jeska Warrior Adept,4.0,['R'],"['Human', 'Barbarian', 'Warrior']",Rare,3,1
2351,Thriss Nantuko Primus,7.0,['G'],"['Insect', 'Druid']",Rare,5,5
2352,Lathril Blade of the Elves,4.0,"['B', 'G']","['Elf', 'Noble']",Mythic,2,3
2353,Ranar the Ever-Watchful,4.0,"['U', 'W']","['Spirit', 'Warrior']",Mythic,2,3
2358,Rhys the Exiled,3.0,['G'],"['Elf', 'Warrior']",Rare,3,2
2361,Halvar God of Battle // Sword of the Realms,4.0,['W'],['God'],Mythic,4,4
2362,Reidane God of the Worthy // Valkmira Protector's Shield,3.0,['W'],['God'],Rare,2,3
2363,Sigrid God-Favored,3.0,['W'],"['Human', 'Warrior']",Rare,2,2
2364,Alrund God of the Cosmos // Hakka Whispering Raven,5.0,['U'],['God'],Mythic,1,1
2366,A-Alrund God of the Cosmos // A-Hakka Whispering Raven,5.0,['U'],['God'],Mythic,1,1
2368,Cosima God of the Voyage // The Omenkeel,3.0,['U'],['God'],Rare,2,4
2369,Inga Rune-Eyes,4.0,['U'],"['Human', 'Wizard']",Uncommon,3,3
2370,Orvar the All-Form,4.0,['U'],['Shapeshifter'],Mythic,3,3
2371,Egon God of Death // Throne of Death,3.0,['B'],['God'],Rare,6,6
2372,Tergrid God of Fright // Tergrid's Lantern,5.0,['B'],['God'],Rare,4,5
2373,Valki God of Lies // Tibalt Cosmic Impostor,2.0,['B'],['God'],Mythic,2,1
2374,Varragoth Bloodsky Sire,3.0,['B'],"['Demon', 'Rogue']",Rare,2,3
2375,Arni Brokenbrow,3.0,['R'],"['Human', 'Berserker']",Rare,3,3
2376,Birgi God of Storytelling // Harnfel Horn of Bounty,3.0,['R'],['God'],Rare,3,3
2377,Magda Brazen Outlaw,2.0,['R'],"['Dwarf', 'Berserker']",Rare,2,1
2378,Toralf God of Fury // Toralf's Hammer,4.0,['R'],['God'],Mythic,5,4
2379,Esika God of the Tree // The Prismatic Bridge,3.0,['G'],['God'],Mythic,1,4
2380,Fynn the Fangbearer,2.0,['G'],"['Human', 'Warrior']",Uncommon,1,3
2381,Kolvori God of Kinship // The Ringhart Crest,4.0,['G'],['God'],Rare,2,4
2382,Toski Bearer of Secrets,4.0,['G'],['Squirrel'],Rare,1,1
2383,Vorinclex Monstrous Raider,6.0,['G'],"['Phyrexian', 'Praetor']",Mythic,6,6
2384,Aegar the Freezing Flame,3.0,"['R', 'U']","['Giant', 'Wizard']",Uncommon,3,3
2385,Firja Judge of Valor,5.0,"['B', 'W']","['Angel', 'Cleric']",Uncommon,2,4
2386,Harald King of Skemfar,3.0,"['B', 'G']","['Elf', 'Warrior']",Uncommon,3,2
2387,A-Harald King of Skemfar,3.0,"['B', 'G']","['Elf', 'Warrior']",Uncommon,3,2
2388,Kardur Doomscourge,4.0,"['B', 'R']","['Demon', 'Berserker']",Uncommon,4,3
2389,Koll the Forgemaster,2.0,"['R', 'W']","['Dwarf', 'Warrior']",Uncommon,2,2
2390,Koma Cosmos Serpent,7.0,"['G', 'U']",['Serpent'],Mythic,6,6
2391,Maja Bretagard Protector,5.0,"['G', 'W']","['Human', 'Warrior']",Uncommon,2,3
2392,Sarulf Realm Eater,3.0,"['B', 'G']",['Wolf'],Rare,3,3
2393,Vega the Watcher,3.0,"['U', 'W']","['Bird', 'Spirit']",Uncommon,2,2
2394,A-Vega the Watcher,3.0,"['U', 'W']","['Bird', 'Spirit']",Uncommon,2,2
2432,Oviya Pashiri Sage Lifecrafter,1.0,['G'],"['Human', 'Artificer']",Rare,1,2
2433,Depala Pilot Exemplar,3.0,"['R', 'W']","['Dwarf', 'Pilot']",Rare,3,3
2449,Anafenza the Foremost,3.0,"['B', 'G', 'W']","['Human', 'Soldier']",Mythic,4,4
2450,Narset Enlightened Master,6.0,"['R', 'U', 'W']","['Human', 'Monk']",Mythic,3,2
2454,Adun Oakenshield,3.0,"['B', 'G', 'R']","['Human', 'Knight']",Rare,1,2
2455,Angus Mackenzie,3.0,"['G', 'U', 'W']","['Human', 'Cleric']",Rare,2,2
2459,Barktooth Warbeard,7.0,"['B', 'R']","['Human', 'Warrior']",Uncommon,6,5
2460,Bartel Runeaxe,6.0,"['B', 'G', 'R']","['Giant', 'Warrior']",Rare,6,5
2461,Boris Devilboon,5.0,"['B', 'R']","['Zombie', 'Wizard']",Rare,2,2
2465,Gosta Dirk,7.0,"['U', 'W']","['Human', 'Warrior']",Rare,4,4
2466,Gwendlyn Di Corci,4.0,"['B', 'R', 'U']","['Human', 'Rogue']",Rare,3,5
2467,Halfdane,4.0,"['B', 'U', 'W']",['Shapeshifter'],Rare,3,3
2468,Hazezon Tamar,7.0,"['G', 'R', 'W']","['Human', 'Warrior']",Rare,2,4
2469,Hunding Gjornersen,6.0,"['U', 'W']","['Human', 'Warrior']",Uncommon,5,4
2470,Jacques le Vert,4.0,"['G', 'R', 'W']","['Human', 'Warrior']",Rare,3,2
2471,Jasmine Boreal,5.0,"['G', 'W']",['Human'],Uncommon,4,5
2472,Jedit Ojanen,7.0,"['U', 'W']","['Cat', 'Warrior']",Uncommon,5,5
2473,Jerrard of the Closed Fist,6.0,"['G', 'R']","['Human', 'Knight']",Uncommon,6,5
2475,Kasimir the Lone Wolf,6.0,"['U', 'W']","['Human', 'Warrior']",Uncommon,5,3
2477,Lady Caleria,7.0,"['G', 'W']","['Elf', 'Archer']",Rare,3,6
2478,Lady Evangela,3.0,"['B', 'U', 'W']","['Human', 'Cleric']",Rare,1,2
2480,Livonya Silone,6.0,"['G', 'R']","['Human', 'Warrior']",Rare,4,4
2481,Lord Magnus,6.0,"['G', 'W']","['Human', 'Druid']",Uncommon,4,3
2486,Pavel Maliki,6.0,"['B', 'R']",['Human'],Uncommon,5,3
2487,Princess Lucrezia,6.0,"['B', 'U']","['Human', 'Wizard']",Uncommon,5,4
2488,Ragnar,3.0,"['G', 'U', 'W']","['Human', 'Cleric']",Rare,2,2
2489,Ramirez DePietro,6.0,"['B', 'U']","['Human', 'Pirate']",Uncommon,4,3
2490,Ramses Overdark,6.0,"['B', 'U']","['Human', 'Assassin']",Rare,4,3
2491,Rasputin Dreamweaver,6.0,"['U', 'W']","['Human', 'Wizard']",Rare,4,1
2492,Riven Turnbull,7.0,"['B', 'U']","['Human', 'Advisor']",Uncommon,5,7
2493,Rohgahh of Kher Keep,6.0,"['B', 'R']",['Kobold'],Rare,5,5
2495,Sir Shandlar of Eberyn,6.0,"['G', 'W']","['Human', 'Knight']",Uncommon,4,7
2499,Sunastian Falconer,5.0,"['G', 'R']","['Human', 'Shaman']",Uncommon,4,4
2500,Tetsuo Umezawa,3.0,"['B', 'R', 'U']","['Human', 'Archer']",Rare,3,3
2501,The Lady of the Mountain,6.0,"['G', 'R']",['Giant'],Uncommon,5,5
2504,Torsten Von Ursus,6.0,"['G', 'W']","['Human', 'Soldier']",Uncommon,5,5
2505,Tuknir Deathlock,4.0,"['G', 'R']","['Human', 'Wizard']",Rare,2,2
2506,Ur-Drago,7.0,"['B', 'U']",['Elemental'],Rare,4,4
2510,Mistform Ultimus,4.0,['U'],['Illusion'],Rare,3,3
2512,Brigid Hero of Kinsbaile,4.0,['W'],"['Kithkin', 'Archer']",Rare,2,3
2517,Horde of Notions,5.0,"['B', 'G', 'R', 'U', 'W']",['Elemental'],Rare,5,5
2519,Sygg River Guide,2.0,"['U', 'W']","['Merfolk', 'Wizard']",Rare,2,2
2520,Wort Boggart Auntie,4.0,"['B', 'R']","['Goblin', 'Shaman']",Rare,3,3
2524,Nefarox Overlord of Grixis,6.0,['B'],['Demon'],Rare,5,5
2527,Avacyn Guardian Angel,5.0,['W'],['Angel'],Rare,5,4
2530,Kurkesh Onakke Ancient,4.0,['R'],"['Ogre', 'Spirit']",Rare,4,3
2531,Yisan the Wanderer Bard,3.0,['G'],"['Human', 'Rogue', 'Bard']",Rare,2,3
2535,Isareth the Awakener,3.0,['B'],"['Human', 'Wizard']",Rare,3,3
2538,Arcades the Strategist,4.0,"['G', 'U', 'W']","['Elder', 'Dragon']",Mythic,3,5
2539,Chromium the Mutable,7.0,"['B', 'U', 'W']","['Elder', 'Dragon']",Mythic,7,7
2540,Nicol Bolas the Ravager // Nicol Bolas the Arisen,4.0,"['B', 'R', 'U']","['Elder', 'Dragon']",Mythic,4,4
2541,Palladia-Mors the Ruiner,6.0,"['G', 'R', 'W']","['Elder', 'Dragon']",Mythic,6,6
2542,Vaevictis Asmadi the Dire,6.0,"['B', 'G', 'R']","['Elder', 'Dragon']",Mythic,6,6
2543,Sephara Sky's Blade,7.0,['W'],['Angel'],Rare,7,7
2544,Atemsis All-Seeing,6.0,['U'],['Sphinx'],Rare,4,5
2547,Gargos Vicious Watcher,6.0,['G'],['Hydra'],Rare,8,7
2548,Kaalia Zenith Seeker,3.0,"['B', 'R', 'W']","['Human', 'Cleric']",Mythic,3,3
2549,Kethis the Hidden Hand,3.0,"['B', 'G', 'W']","['Elf', 'Advisor']",Mythic,3,4
2550,Kykar Wind's Fury,4.0,"['R', 'U', 'W']","['Bird', 'Wizard']",Mythic,3,3
2551,Omnath Locus of the Roil,4.0,"['G', 'R', 'U']",['Elemental'],Mythic,3,3
2552,Yarok the Desecrated,5.0,"['B', 'G', 'U']","['Elemental', 'Horror']",Mythic,3,5
2553,Golos Tireless Pilgrim,5.0,['UC'],['Scout'],Rare,3,5
2555,Mangara the Diplomat,4.0,['W'],"['Human', 'Cleric']",Mythic,2,4
2557,Kaervek the Spiteful,4.0,['B'],"['Human', 'Warlock']",Rare,3,2
2560,Subira Tulzidi Caravanner,3.0,['R'],"['Human', 'Shaman']",Rare,2,3
2563,Niambi Esteemed Speaker,2.0,"['U', 'W']","['Human', 'Cleric']",Rare,2,1
2564,Radha Heart of Keld,3.0,"['G', 'R']","['Elf', 'Warrior']",Rare,3,3
2565,Rin and Seri Inseparable,4.0,"['G', 'R', 'W']","['Dog', 'Cat']",Mythic,4,4
2580,Fblthp the Lost,2.0,['U'],['Homunculus'],Rare,1,1
2582,Sakashima the Impostor,4.0,['U'],"['Human', 'Rogue']",Rare,3,1
2593,Thrun the Last Troll,4.0,['G'],"['Troll', 'Shaman']",Mythic,4,4
2597,The Gitrog Monster,5.0,"['B', 'G']","['Frog', 'Horror']",Mythic,6,6
2609,Glissa the Traitor,3.0,"['B', 'G']","['Phyrexian', 'Zombie', 'Elf']",Mythic,3,3
2610,Kataki War's Wage,2.0,['W'],['Spirit'],Rare,2,1
2623,Guan Yu Sainted Warrior,5.0,['W'],"['Human', 'Soldier', 'Warrior']",Uncommon,3,5
2625,Liu Bei Lord of Shu,5.0,['W'],"['Human', 'Soldier']",Rare,2,4
2626,Zhang Fei Fierce Warrior,6.0,['W'],"['Human', 'Soldier', 'Warrior']",Uncommon,4,4
2627,Lu Meng Wu General,5.0,['U'],"['Human', 'Soldier']",Uncommon,4,4
2630,Sun Ce Young Conquerer,5.0,['U'],"['Human', 'Soldier']",Uncommon,3,3
2631,Sun Quan Lord of Wu,6.0,['U'],"['Human', 'Soldier']",Rare,4,4
2633,Dong Zhou the Tyrant,5.0,['R'],"['Human', 'Soldier']",Rare,3,3
2634,Lu Bu Master-at-Arms,6.0,['R'],"['Human', 'Soldier', 'Warrior']",Rare,4,3
2636,Meng Huo Barbarian King,5.0,['G'],"['Human', 'Barbarian', 'Soldier']",Rare,4,4
2681,Morophon the Boundless,7.0,['UC'],['Shapeshifter'],Mythic,6,6
2688,Hogaak Arisen Necropolis,7.0,"['B', 'G']",['Avatar'],Rare,8,8
2691,Tourach Dread Cantor,2.0,['B'],"['Human', 'Cleric']",Mythic,2,1
2693,Ragavan Nimble Pilferer,1.0,['R'],"['Monkey', 'Pirate']",Mythic,2,1
2696,Thrasta Tempest's Roar,12.0,['G'],['Dinosaur'],Mythic,7,7
2697,Asmoranomardicadaistinaculdacar,0.0,"['B', 'R']","['Human', 'Wizard']",Rare,3,3
2698,Carth the Lion,4.0,"['B', 'G']","['Human', 'Warrior']",Rare,3,5
2699,Garth One-Eye,5.0,"['B', 'G', 'R', 'U', 'W']","['Human', 'Wizard']",Mythic,5,5
2700,General Ferrous Rokiric,3.0,"['R', 'W']","['Human', 'Soldier']",Rare,3,1
2702,Piru the Volatile,8.0,"['B', 'R', 'W']","['Elder', 'Dragon']",Rare,7,7
2703,Yusri Fortune's Flame,3.0,"['R', 'U']",['Efreet'],Rare,2,3
2734,Leinore Autumn Sovereign,4.0,"['G', 'W']","['Human', 'Noble']",Mythic,0,4
2735,Wilhelt the Rotcleaver,4.0,"['B', 'U']","['Zombie', 'Warrior']",Mythic,3,3
2736,Eloise Nephalia Sleuth,5.0,"['B', 'U']","['Human', 'Rogue']",Mythic,4,4
2737,Kyler Sigardian Emissary,5.0,"['G', 'W']","['Human', 'Cleric']",Mythic,2,2
2738,Gorex the Tombshell,8.0,['B'],"['Zombie', 'Turtle']",Rare,4,4
2739,Kurbis Harvest Celebrant,2.0,['G'],['Treefolk'],Rare,0,0
2740,Lynde Cheerful Tormentor,4.0,"['B', 'R', 'U']","['Human', 'Warlock']",Mythic,2,4
2752,Sigarda Heron's Grace,5.0,"['G', 'W']",['Angel'],Mythic,4,5
2755,A-Lier Disciple of the Drowned,5.0,['U'],"['Human', 'Wizard']",Mythic,3,4
2796,Rashida Scalebane,5.0,['W'],"['Human', 'Soldier']",Rare,3,4
2797,Sidar Jabari,4.0,['W'],"['Human', 'Knight']",Rare,2,2
2798,Zuberi Golden Feather,5.0,['W'],['Griffin'],Rare,3,3
2799,Hakim Loreweaver,5.0,['U'],"['Human', 'Wizard']",Rare,2,4
2800,Taniwha,5.0,['U'],['Serpent'],Rare,7,7
2801,Purraj of Urborg,5.0,['B'],"['Cat', 'Warrior']",Rare,2,3
2802,Shauku Endbringer,7.0,['B'],['Vampire'],Rare,5,5
2803,Spirit of the Night,9.0,['B'],"['Demon', 'Spirit']",Rare,6,5
2804,Hivis of the Scale,5.0,['R'],"['Viashino', 'Shaman']",Rare,3,4
2805,Telim'Tor,5.0,['R'],"['Human', 'Knight']",Rare,2,2
2806,Zirilan of the Claw,5.0,['R'],"['Viashino', 'Shaman']",Rare,3,4
2807,Asmira Holy Avenger,4.0,"['G', 'W']","['Human', 'Cleric']",Rare,2,3
2813,Iona Shield of Emeria,9.0,['W'],['Angel'],Mythic,7,7
2843,Oona Queen of the Fae,6.0,"['B', 'U']","['Faerie', 'Wizard']",Rare,5,5
2847,Maralen of the Mornsong,3.0,['B'],"['Elf', 'Wizard']",Rare,2,3
2857,Glissa Sunseeker,4.0,['G'],"['Elf', 'Warrior']",Rare,3,2
2859,Anhelo the Painter,3.0,"['B', 'R', 'U']","['Vampire', 'Assassin']",Mythic,1,3
2860,"Henzie ""Toolbox"" Torre",3.0,"['B', 'G', 'R']","['Devil', 'Rogue']",Mythic,3,3
2861,Kamiz Obscura Oculus,4.0,"['B', 'U', 'W']","['Cephalid', 'Rogue']",Mythic,2,4
2862,Kitt Kanto Mayhem Diva,4.0,"['G', 'R', 'W']","['Cat', 'Bard', 'Druid']",Mythic,3,3
2863,Perrie the Pulverizer,4.0,"['G', 'U', 'W']","['Rhino', 'Soldier']",Mythic,3,3
2864,The Beamtown Bullies,4.0,"['B', 'G', 'R']","['Ogre', 'Devil', 'Warrior']",Mythic,4,4
2865,Kros Defense Contractor,4.0,"['G', 'U', 'W']","['Cat', 'Advisor']",Mythic,2,4
2866,Parnesse the Subtle Brush,5.0,"['B', 'R', 'U']","['Vampire', 'Wizard']",Mythic,4,4
2867,Phabine Boss's Confidant,6.0,"['G', 'R', 'W']","['Cat', 'Advisor']",Mythic,3,6
2868,Tivit Seller of Secrets,6.0,"['B', 'U', 'W']","['Sphinx', 'Rogue']",Mythic,6,6
2869,Bess Soul Nourisher,3.0,"['G', 'W']","['Human', 'Citizen']",Rare,1,1
2870,Denry Klin Editor in Chief,4.0,"['U', 'W']","['Cat', 'Advisor']",Rare,2,2
2871,Jolene the Plunder Queen,4.0,"['G', 'R']","['Human', 'Warrior']",Rare,2,2
2872,Oskar Rubbish Reclaimer,5.0,"['B', 'U']","['Human', 'Wizard']",Rare,3,3
2873,Syrix Carrier of the Flame,4.0,"['B', 'R']",['Phoenix'],Rare,3,3
2874,Bennie Bracks Zoologist,4.0,['W'],"['Elf', 'Druid']",Mythic,3,2
2875,Mari the Killing Quill,3.0,['B'],"['Vampire', 'Assassin']",Rare,3,2
2876,Vazi Keen Negotiator,5.0,"['B', 'G', 'R']","['Human', 'Advisor']",Rare,3,3
2913,Roalesk Apex Hybrid,5.0,"['G', 'U']","['Human', 'Mutant']",Mythic,4,5
2917,Chishiro the Shattered Blade,4.0,"['G', 'R']","['Snake', 'Samurai']",Mythic,4,4
2918,Kotori Pilot Prodigy,3.0,"['U', 'W']","['Moonfolk', 'Pilot']",Mythic,2,4
2919,Kaima the Fractured Calm,4.0,"['G', 'R']",['Spirit'],Mythic,3,3
2920,Katsumasa the Animator,4.0,['U'],"['Moonfolk', 'Artificer']",Rare,3,3
2921,Kosei Penitent Warlord,3.0,['G'],"['Ogre', 'Samurai']",Rare,0,5
2922,Myojin of Blooming Dawn,8.0,['W'],['Spirit'],Rare,4,6
2923,Yoshimaru Ever Faithful,1.0,['W'],['Dog'],Mythic,1,1
2924,Myojin of Cryptic Dreams,8.0,['U'],['Spirit'],Rare,3,3
2925,Myojin of Grim Betrayal,8.0,['B'],['Spirit'],Rare,5,2
2926,Myojin of Roaring Blades,8.0,['R'],['Spirit'],Rare,7,4
2927,Myojin of Towering Might,8.0,['G'],['Spirit'],Rare,8,8
2951,Lin Sivvi Defiant Hero,3.0,['W'],"['Human', 'Rebel']",Rare,1,3
2953,Volrath the Fallen,6.0,['B'],"['Phyrexian', 'Shapeshifter']",Rare,6,4
2954,Ao the Dawn Sky,5.0,['W'],"['Dragon', 'Spirit']",Mythic,5,4
2955,Kyodai Soul of Kamigawa,4.0,['W'],"['Dragon', 'Spirit']",Rare,3,3
2956,Light-Paws Emperor's Voice,2.0,['W'],"['Fox', 'Advisor']",Rare,2,2
2957,Norika Yamazaki the Poet,3.0,['W'],"['Human', 'Samurai']",Uncommon,3,2
2958,Jin-Gitaxias Progress Tyrant,7.0,['U'],"['Phyrexian', 'Praetor']",Mythic,5,5
2959,Kairi the Swirling Sky,6.0,['U'],"['Dragon', 'Spirit']",Mythic,6,6
2960,The Reality Chip,2.0,['U'],"['Equipment', 'Jellyfish']",Rare,0,4
2961,Tameshi Reality Architect,3.0,['U'],"['Moonfolk', 'Wizard']",Rare,2,3
2962,Hidetsugu Devouring Chaos,4.0,['B'],"['Ogre', 'Demon']",Rare,4,4
2963,Junji the Midnight Sky,5.0,['B'],"['Dragon', 'Spirit']",Mythic,5,5
2964,Nashi Moon Sage's Scion,3.0,['B'],"['Rat', 'Ninja']",Mythic,3,2
2965,Tatsunari Toad Rider,3.0,['B'],"['Human', 'Ninja']",Rare,3,3
2966,Atsushi the Blazing Sky,4.0,['R'],"['Dragon', 'Spirit']",Mythic,4,4
2967,Goro-Goro Disciple of Ryusei,2.0,['R'],"['Goblin', 'Samurai']",Rare,2,2
2968,Heiko Yamazaki the General,4.0,['R'],"['Human', 'Samurai']",Uncommon,3,3
2969,Kodama of the West Tree,3.0,['G'],['Spirit'],Mythic,3,3
2970,Kura the Boundless Sky,5.0,['G'],"['Dragon', 'Spirit']",Mythic,4,4
2971,Greasefang Okiba Boss,3.0,"['B', 'W']","['Rat', 'Pilot']",Rare,4,3
2972,Hinata Dawn-Crowned,4.0,"['R', 'U', 'W']","['Kirin', 'Spirit']",Rare,4,4
2973,Isshin Two Heavens as One,3.0,"['B', 'R', 'W']","['Human', 'Samurai']",Rare,3,4
2974,Kotose the Silent Spider,5.0,"['B', 'U']","['Human', 'Ninja']",Rare,4,4
2975,Naomi Pillar of Order,5.0,"['B', 'W']","['Human', 'Advisor']",Uncommon,4,4
2976,Raiyuu Storm's Edge,4.0,"['R', 'W']","['Human', 'Samurai']",Rare,3,3
2977,Risona Asari Commander,3.0,"['R', 'W']","['Human', 'Samurai']",Rare,3,3
2978,Satoru Umezawa,3.0,"['B', 'U']","['Human', 'Ninja']",Rare,2,4
2979,Satsuki the Living Lore,2.0,"['G', 'W']","['Human', 'Druid']",Rare,1,3
3045,Melira Sylvok Outcast,2.0,['G'],"['Human', 'Scout']",Rare,2,2
3100,Karn Silver Golem,5.0,['UC'],['Golem'],Rare,4,4
3103,Sliver Queen,5.0,"['B', 'G', 'R', 'U', 'W']",['Sliver'],Rare,7,7
3121,Pianna Nomad Captain,3.0,['W'],"['Human', 'Nomad']",Rare,2,2
3122,Aboshan Cephalid Emperor,6.0,['U'],"['Cephalid', 'Noble']",Rare,3,3
3124,Cabal Patriarch,6.0,['B'],"['Human', 'Wizard']",Rare,5,5
3126,Seton Krosan Protector,3.0,['G'],"['Centaur', 'Druid']",Rare,2,2
3127,Atogatog,5.0,"['B', 'G', 'R', 'U', 'W']",['Atog'],Rare,5,5
3129,General Tazri,5.0,['W'],"['Human', 'Ally']",Mythic,3,4
3130,Linvala the Preserver,6.0,['W'],['Angel'],Mythic,5,5
3132,Ayli Eternal Pilgrim,2.0,"['B', 'W']","['Kor', 'Cleric']",Rare,2,3
3134,Mina and Denn Wildborn,4.0,"['G', 'R']","['Elf', 'Ally']",Rare,4,4
3140,Elesh Norn Mother of Machines,5.0,['W'],"['Phyrexian', 'Praetor']",Mythic,4,7
3141,Slobad Iron Goblin,3.0,['R'],"['Phyrexian', 'Goblin', 'Artificer']",Rare,3,3
3142,Jor Kadeen First Goldwarden,2.0,"['R', 'W']","['Human', 'Rebel']",Rare,2,2
3158,Ixidor Reality Sculptor,5.0,['U'],"['Human', 'Wizard']",Rare,3,4
3163,Hixus Prison Warden,5.0,['W'],"['Human', 'Soldier']",Rare,4,4
3164,Kytheon Hero of Akros // Gideon Battle-Forged,1.0,['W'],"['Human', 'Soldier']",Mythic,2,1
3165,Alhammarret High Arbiter,7.0,['U'],['Sphinx'],Rare,5,5
3166,Jace Vryn's Prodigy // Jace Telepath Unbound,2.0,['U'],"['Human', 'Wizard']",Mythic,0,2
3169,Chandra Fire of Kaladesh // Chandra Roaring Flame,3.0,['R'],"['Human', 'Shaman']",Mythic,2,2
3172,Nissa Vastwood Seer // Nissa Sage Animist,3.0,['G'],"['Elf', 'Scout']",Mythic,2,2
3173,Millicent Restless Revenant,7.0,"['U', 'W']","['Spirit', 'Soldier']",Mythic,4,4
